award_year,date_awarded,prize_amount,prize_amount_adjusted,laureate_id,known_name,full_name,sex,portion,sort_order,motivation,category,birth_date,birth_city,birth_country,birth_latitude,birth_longitude,death_date,death_city,death_country,death_latitude,death_longitude,affiliation_name,affiliation_city,affiliation_country,affiliation_latitude,affiliation_longitude,wikipedia_url,is_shared,winners_per_year,winners_per_category,is_repeat_winner,country_winner_rank
1946,10/31/1946,121524,3166301,342.0,Hermann J. Muller,Hermann Joseph Muller,male,1.0,1.0,for the discovery of the production of mutations by means of X-ray irradiation,Physiology or Medicine,1890-12-21,"New York, NY",USA,40.715758,-74.0113,4/5/1967,"Indianapolis, IN",USA,39.768611,-86.158056,Indiana University,"Bloomington, IN",USA,39.1655,-86.526591,https://en.wikipedia.org/wiki/Hermann_Joseph_Muller,0,8,232,0,33.0
1947,11/13/1947,146115,3685518,52.0,Edward V. Appleton,Sir Edward Victor Appleton,male,1.0,1.0,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,Physics,1892-09-06,Bradford,United Kingdom,53.794,-1.751,4/21/1965,Edinburgh,Scotland,55.955709,-3.207405,Department of Scientific and Industrial Research,London,United Kingdom,51.510235,-0.120852,https://en.wikipedia.org/wiki/Edward_Victor_Appleton,0,6,230,0,23.0
1947,11/13/1947,146115,3685518,207.0,Sir Robert Robinson,Sir Robert Robinson,male,1.0,1.0,"for his investigations on plant products of biological importance, especially the alkaloids",Chemistry,1886-09-13,"Rufford, near Chesterfield",United Kingdom,,,2/8/1975,Great Missenden,United Kingdom,51.704062,-0.707818,University of Oxford,Oxford,United Kingdom,51.753363,-1.260979,https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist),0,6,200,0,24.0
1947,11/13/1947,146115,3685518,618.0,André Gide,André Paul Guillaume Gide,male,1.0,1.0,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",Literature,1869-11-22,Paris,France,48.860093,2.355954,2/19/1951,Paris,France,48.860093,2.355954,,,,,,https://en.wikipedia.org/wiki/André_Gide,0,6,122,0,27.0
1947,10/23/1947,146115,3685518,344.0,Gerty Cori,"Gerty Theresa Cori, née Radnitz",female,0.25,2.0,for their discovery of the course of the catalytic conversion of glycogen,Physiology or Medicine,1896-08-15,Prague,Czech Republic,50.07507,14.42989,10/26/1957,"St. Louis, MO",USA,38.628133,-90.212222,Washington University,"St. Louis, MO",USA,38.628133,-90.212222,https://en.wikipedia.org/wiki/Gerty_Cori,1,6,232,0,2.0
1947,10/23/1947,146115,3685518,345.0,Bernardo Houssay,Bernardo Alberto Houssay,male,0.5,3.0,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,Physiology or Medicine,1887-04-10,Buenos Aires,Argentina,-34.603443,-58.396729,9/21/1971,Buenos Aires,Argentina,-34.603443,-58.396729,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,-34.603443,-58.396729,https://en.wikipedia.org/wiki/Bernardo_Houssay,1,6,232,0,2.0
1947,10/23/1947,146115,3685518,343.0,Carl Cori,Carl Ferdinand Cori,male,0.25,1.0,for their discovery of the course of the catalytic conversion of glycogen,Physiology or Medicine,1896-12-05,Prague,Czech Republic,50.07507,14.42989,10/20/1984,"Cambridge, MA",USA,42.374024,-71.107306,Washington University,"St. Louis, MO",USA,38.628133,-90.212222,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,1,6,232,0,3.0
1948,11/4/1948,159773,3865528,208.0,Arne Tiselius,Arne Wilhelm Kaurin Tiselius,male,1.0,1.0,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",Chemistry,8/10/1902,Stockholm,Sweden,59.325371,18.070794,10/29/1971,Uppsala,Sweden,59.858503,17.638748,Uppsala University,Uppsala,Sweden,59.858503,17.638748,https://en.wikipedia.org/wiki/Arne_Tiselius,0,4,200,0,12.0
1948,11/4/1948,159773,3865528,619.0,T.S. Eliot,Thomas Stearns Eliot,male,1.0,1.0,"for his outstanding, pioneer contribution to present-day poetry",Literature,1888-09-26,"St. Louis, MO",USA,38.628133,-90.212222,1/4/1965,London,United Kingdom,51.510235,-0.120852,,,,,,https://en.wikipedia.org/wiki/T._S._Eliot,0,4,122,0,34.0
1948,11/4/1948,159773,3865528,53.0,Patrick M.S. Blackett,Patrick Maynard Stuart Blackett,male,1.0,1.0,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",Physics,1897-11-18,London,United Kingdom,51.510235,-0.120852,7/13/1974,London,United Kingdom,51.510235,-0.120852,Victoria University,Manchester,United Kingdom,53.478756,-2.245094,"https://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett",0,4,230,0,25.0
1948,10/28/1948,159773,3865528,346.0,Paul Müller,Paul Hermann Müller,male,1.0,1.0,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,Physiology or Medicine,1899-01-12,Olten,Switzerland,47.558109,7.587826,10/12/1965,Basel,Switzerland,47.560153,7.58788,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,47.560153,7.58788,https://en.wikipedia.org/wiki/Paul_Hermann_Müller,0,4,232,0,7.0
1949,11/3/1949,156290,3705636,209.0,William F. Giauque,William Francis Giauque,male,1.0,1.0,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",Chemistry,1895-05-12,Niagara Falls,Canada,43.116667,-79.066667,3/28/1982,"Berkeley, CA",USA,37.87179,-122.274715,University of California,"Berkeley, CA",USA,37.87179,-122.274715,https://en.wikipedia.org/wiki/William_Giauque,0,6,200,0,2.0
1949,11/10/1950,156290,3705636,620.0,William Faulkner,William Faulkner,male,1.0,1.0,for his powerful and artistically unique contribution to the modern American novel,Literature,1897-09-25,"New Albany, MS",USA,34.494268,-89.007842,7/6/1962,"Byhalia, MS",USA,34.872318,-89.69064,,,,,,https://en.wikipedia.org/wiki/William_Faulkner,0,6,122,0,35.0
1949,10/12/1949,156290,3705636,510.0,Lord Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1.0,1.0,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",Peace,1880-09-23,Kilmaurs,Scotland,55.639131,-4.528094,6/25/1971,Edzell,Scotland,56.816128,-2.619734,,,,,,"https://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr",0,6,112,0,6.0
1949,11/3/1949,156290,3705636,54.0,Hideki Yukawa,Hideki Yukawa,male,1.0,1.0,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,Physics,1/23/1907,Tokyo,Japan,35.680183,139.769373,9/8/1981,Kyoto,Japan,35.017709,135.761432,Columbia University,"New York, NY",USA,40.715758,-74.0113,https://en.wikipedia.org/wiki/Hideki_Yukawa,0,6,230,0,1.0
1949,10/27/1949,156290,3705636,347.0,Walter Hess,Walter Rudolf Hess,male,0.5,1.0,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,Physiology or Medicine,1881-03-17,Frauenfeld,Switzerland,47.5536,8.898754,8/12/1973,Ascona,Switzerland,,,University of Zurich,Zurich,Switzerland,47.376909,8.541697,https://en.wikipedia.org/wiki/Walter_Rudolf_Hess,1,6,232,0,8.0
1949,10/27/1949,156290,3705636,348.0,Egas Moniz,António Caetano de Abreu Freire Egas Moniz,male,0.5,2.0,for his discovery of the therapeutic value of leucotomy in certain psychoses,Physiology or Medicine,1874-11-29,Avanca,Portugal,40.806589,-8.572261,12/13/1955,Lisbon,Portugal,38.722625,-9.144632,University of Lisbon,Lisbon,Portugal,38.722625,-9.144632,https://en.wikipedia.org/wiki/António_Egas_Moniz,1,6,232,0,1.0
1950,11/10/1950,164304,3857077,211.0,Kurt Alder,Kurt Alder,male,0.5,2.0,for their discovery and development of the diene synthesis,Chemistry,7/10/1902,Chorzów,Poland,50.3,18.95,6/20/1958,Cologne,Germany,50.938552,6.957702,Cologne University,Cologne,Germany,50.938552,6.957702,https://en.wikipedia.org/wiki/Kurt_Alder,1,8,200,0,15.0
1950,11/10/1950,164304,3857077,210.0,Otto Diels,Otto Paul Hermann Diels,male,0.5,1.0,for their discovery and development of the diene synthesis,Chemistry,1876-01-23,Hamburg,Germany,53.548276,9.987422,3/7/1954,Kiel,Germany,54.323168,10.121556,Kiel University,Kiel,Germany,54.323168,10.121556,https://en.wikipedia.org/wiki/Otto_Diels,1,8,200,0,36.0
1950,11/10/1950,164304,3857077,621.0,Bertrand Russell,Earl (Bertrand Arthur William) Russell,male,1.0,1.0,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,Literature,1872-05-18,Trelleck,United Kingdom,51.745,-2.725556,2/2/1970,Penrhyndeudraeth,United Kingdom,52.92924,-4.067134,,,,,,https://en.wikipedia.org/wiki/Bertrand_Russell,0,8,122,0,26.0
1950,9/22/1950,164304,3857077,511.0,Ralph Bunche,Ralph Bunche,male,1.0,1.0,for his work as mediator in Palestine in 1948-1949,Peace,8/7/1904,"Detroit, MI",USA,42.331667,-83.0475,12/9/1971,"New York, NY",USA,40.715758,-74.0113,Harvard University,"Cambridge, MA",USA,42.374024,-71.107306,https://en.wikipedia.org/wiki/Ralph_Bunche,0,8,112,0,36.0
1950,11/10/1950,164304,3857077,55.0,Cecil Powell,Cecil Frank Powell,male,1.0,1.0,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,Physics,12/5/1903,Tonbridge,United Kingdom,51.188953,0.273588,8/9/1969,,Italy,,,Bristol University,Bristol,United Kingdom,51.455112,-2.584545,https://en.wikipedia.org/wiki/C._F._Powell,0,8,230,0,27.0
1950,10/26/1950,164304,3857077,349.0,Edward C. Kendall,Edward Calvin Kendall,male,0.333333,1.0,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Physiology or Medicine,1886-03-08,"South Norwalk, CT",USA,41.093611,-73.418611,5/4/1972,"Princeton, NJ",USA,40.359783,-74.668268,Mayo Clinic,"Rochester, MN",USA,44.013985,-92.484608,https://en.wikipedia.org/wiki/Edward_Calvin_Kendall,1,8,232,0,37.0
1950,10/26/1950,164304,3857077,351.0,Philip S. Hench,Philip Showalter Hench,male,0.333333,3.0,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Physiology or Medicine,1896-02-28,"Pittsburgh, PA",USA,40.440136,-80.008661,3/30/1965,Ocho Rios,Jamaica,18.407389,-77.103135,Mayo Clinic,"Rochester, MN",USA,44.013985,-92.484608,https://en.wikipedia.org/wiki/Philip_Showalter_Hench,1,8,232,0,38.0
1950,10/26/1950,164304,3857077,350.0,Tadeus Reichstein,Tadeus Reichstein,male,0.333333,2.0,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Physiology or Medicine,1897-07-20,Wloclawek,Poland,52.647633,19.068357,8/1/1996,Basel,Switzerland,47.560153,7.58788,Basel University,Basel,Switzerland,47.560153,7.58788,https://en.wikipedia.org/wiki/Tadeus_Reichstein,1,8,232,0,16.0
1951,11/15/1951,167612,3396650,212.0,Edwin M. McMillan,Edwin Mattison McMillan,male,0.5,1.0,for their discoveries in the chemistry of the transuranium elements,Chemistry,9/18/1907,"Redondo Beach, CA",USA,33.856389,-118.376944,9/7/1991,"El Cerrito, CA",USA,37.916133,-122.310765,University of California,"Berkeley, CA",USA,37.87179,-122.274715,https://en.wikipedia.org/wiki/Edwin_McMillan,1,7,200,0,39.0
1951,11/15/1951,167612,3396650,213.0,Glenn T. Seaborg,Glenn Theodore Seaborg,male,0.5,2.0,for their discoveries in the chemistry of the transuranium elements,Chemistry,4/19/1912,"Ishpeming, MI",USA,46.488611,-87.6675,2/25/1999,"Lafayette, CA",USA,37.885758,-122.11802,University of California,"Berkeley, CA",USA,37.87179,-122.274715,https://en.wikipedia.org/wiki/Glenn_T._Seaborg,1,7,200,0,40.0
1951,11/15/1951,167612,3396650,622.0,Pär Lagerkvist,Pär Fabian Lagerkvist,male,1.0,1.0,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,Literature,1891-05-23,Växjö,Sweden,56.88903,14.802795,7/11/1974,Stockholm,Sweden,59.325371,18.070794,,,,,,https://en.wikipedia.org/wiki/Pär_Lagerkvist,0,7,122,0,13.0
1951,11/5/1951,167612,3396650,512.0,Léon Jouhaux,Léon Jouhaux,male,1.0,1.0,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,Peace,1879-07-01,Paris,France,48.860093,2.355954,4/28/1954,Paris,France,48.860093,2.355954,,,,,,https://en.wikipedia.org/wiki/Léon_Jouhaux,0,7,112,0,28.0
1951,11/15/1951,167612,3396650,56.0,John Cockcroft,Sir John Douglas Cockcroft,male,0.5,1.0,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,Physics,1897-05-27,Todmorden,United Kingdom,53.713056,-2.096111,9/18/1967,Cambridge,United Kingdom,52.194605,0.135092,Atomic Energy Research Establishment,"Harwell, Berkshire",United Kingdom,,,https://en.wikipedia.org/wiki/John_Cockcroft,1,7,230,0,28.0
1951,11/15/1951,167612,3396650,57.0,Ernest T.S. Walton,Ernest Thomas Sinton Walton,male,0.5,2.0,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,Physics,10/6/1903,Dungarvan,Ireland,52.0845,-7.639694,6/25/1995,Belfast,Northern Ireland,54.596439,-5.930276,Trinity College,Dublin,Ireland,53.351676,-6.261504,https://en.wikipedia.org/wiki/Ernest_Walton,1,7,230,0,3.0
1951,10/18/1951,167612,3396650,352.0,Max Theiler,Max Theiler,male,1.0,1.0,for his discoveries concerning yellow fever and how to combat it,Physiology or Medicine,1899-01-30,Pretoria,South Africa,-25.746389,28.188056,8/11/1972,"New Haven, CT",USA,41.307802,-72.932531,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",USA,40.715758,-74.0113,https://en.wikipedia.org/wiki/Max_Theiler,0,7,232,0,1.0
1952,11/6/1952,171135,3220326,214.0,Archer J.P. Martin,Archer John Porter Martin,male,0.5,1.0,for their invention of partition chromatography,Chemistry,3/1/1910,London,United Kingdom,51.510235,-0.120852,7/28/2002,Llangarron,United Kingdom,51.884943,-2.698564,National Institute for Medical Research,London,United Kingdom,51.510235,-0.120852,https://en.wikipedia.org/wiki/Archer_John_Porter_Martin,1,7,200,0,29.0
1952,11/6/1952,171135,3220326,215.0,Richard L.M. Synge,Richard Laurence Millington Synge,male,0.5,2.0,for their invention of partition chromatography,Chemistry,10/28/1914,Liverpool,United Kingdom,53.409188,-2.981257,8/18/1994,Norwich,United Kingdom,52.628611,1.292778,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,57.178448,-2.174872,https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge,1,7,200,0,30.0
1952,11/6/1952,171135,3220326,59.0,E. M. Purcell,Edward Mills Purcell,male,0.5,2.0,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,Physics,8/30/1912,"Taylorville, IL",USA,39.540833,-89.288056,3/7/1997,"Cambridge, MA",USA,42.374024,-71.107306,Harvard University,"Cambridge, MA",USA,42.374024,-71.107306,https://en.wikipedia.org/wiki/Edward_Mills_Purcell,1,7,230,0,41.0
1952,11/6/1952,171135,3220326,623.0,François Mauriac,François Mauriac,male,1.0,1.0,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,Literature,1885-10-11,Bordeaux,France,44.837778,-0.579444,9/1/1970,Paris,France,48.860093,2.355954,,,,,,https://en.wikipedia.org/wiki/François_Mauriac,0,7,122,0,29.0
1952,11/6/1952,171135,3220326,58.0,Felix Bloch,Felix Bloch,male,0.5,1.0,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,Physics,10/23/1905,Zurich,Switzerland,47.376909,8.541697,9/10/1983,Zurich,Switzerland,47.376909,8.541697,Stanford University,"Stanford, CA",USA,37.424734,-122.163858,https://en.wikipedia.org/wiki/Felix_Bloch,1,7,230,0,9.0
1952,10/30/1953,171135,3220326,513.0,Albert Schweitzer,Albert Schweitzer,male,1.0,1.0,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",Peace,1875-01-14,Kaysersberg,France,48.139167,7.260833,9/4/1965,Lambaréné,Gabon,-0.701546,10.240386,,,,,,https://en.wikipedia.org/wiki/Albert_Schweitzer,0,7,112,0,30.0
1952,10/23/1952,171135,3220326,353.0,Selman A. Waksman,Selman Abraham Waksman,male,1.0,1.0,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",Physiology or Medicine,1888-07-22,Nova Pryluka,Ukraine,,,8/16/1973,"Hyannis, MA",USA,41.652491,-70.288112,Rutgers University,"New Brunswick, NJ",USA,40.485758,-74.450925,https://en.wikipedia.org/wiki/Selman_Waksman,0,7,232,0,2.0
1953,11/4/1953,175293,3247029,216.0,Hermann Staudinger,Hermann Staudinger,male,1.0,1.0,for his discoveries in the field of macromolecular chemistry,Chemistry,1881-03-23,Worms,Germany,49.631944,8.365278,9/8/1965,Freiburg im Breisgau,Germany,47.995,7.85,University of Freiburg,Breisgau,Germany,47.999459,7.84517,https://en.wikipedia.org/wiki/Hermann_Staudinger,0,6,200,0,37.0
1953,10/15/1953,175293,3247029,624.0,Winston Churchill,Sir Winston Leonard Spencer Churchill,male,1.0,1.0,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,Literature,1874-11-30,Woodstock,United Kingdom,51.845,-1.353889,1/24/1965,London,United Kingdom,51.510235,-0.120852,,,,,,https://en.wikipedia.org/wiki/Winston_Churchill,0,6,122,0,31.0
1953,10/30/1953,175293,3247029,514.0,George C. Marshall,George Catlett Marshall,male,1.0,1.0,for proposing and supervising the plan for the economic recovery of Europe,Peace,1880-12-31,"Uniontown, PA",USA,39.9,-79.724444,10/16/1959,"Washington, D.C.",USA,38.899065,-77.036523,,,,,,https://en.wikipedia.org/wiki/George_Marshall,0,6,112,0,42.0
1953,11/4/1953,175293,3247029,60.0,Frits Zernike,Frits Zernike,male,1.0,1.0,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",Physics,1888-07-16,Amsterdam,the Netherlands,52.36942,4.907108,3/10/1966,Groningen,the Netherlands,53.218593,6.566722,Groningen University,Groningen,the Netherlands,53.218593,6.566722,https://en.wikipedia.org/wiki/Frits_Zernike,0,6,230,0,9.0
1953,10/22/1953,175293,3247029,354.0,Hans Krebs,Hans Adolf Krebs,male,0.5,1.0,for his discovery of the citric acid cycle,Physiology or Medicine,8/25/1900,Hildesheim,Germany,52.156017,9.956681,11/22/1981,Oxford,United Kingdom,51.753363,-1.260979,Sheffield University,Sheffield,United Kingdom,53.38168,-1.474057,https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,1,6,232,0,38.0
1953,10/22/1953,175293,3247029,355.0,Fritz Lipmann,Fritz Albert Lipmann,male,0.5,2.0,for his discovery of co-enzyme A and its importance for intermediary metabolism,Physiology or Medicine,1899-06-12,Kaliningrad,Russia,54.716667,20.5,7/24/1986,"Poughkeepsie, NY",USA,41.700371,-73.92097,Harvard Medical School,"Boston, MA",USA,42.36042,-71.05681,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann,1,6,232,0,6.0
1954,11/3/1954,181647,3338644,217.0,Linus Pauling,Linus Carl Pauling,male,1.0,1.0,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,Chemistry,2/28/1901,"Portland, OR",USA,45.516667,-122.666667,8/19/1994,"Big Sur, CA",USA,36.25251,-121.7827,California Institute of Technology (Caltech),"Pasadena, CA",USA,34.150071,-118.142111,https://en.wikipedia.org/wiki/Linus_Pauling,0,7,200,0,43.0
1954,10/28/1954,181647,3338644,625.0,Ernest Hemingway,Ernest Miller Hemingway,male,1.0,1.0,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",Literature,1899-07-21,"Oak Park, IL",USA,41.888333,-87.789444,7/2/1961,"Ketchum, ID",USA,43.68074,-114.363662,,,,,,https://en.wikipedia.org/wiki/Ernest_Hemingway,0,7,122,0,44.0
1954,11/3/1954,181647,3338644,61.0,Max Born,Max Born,male,0.5,1.0,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",Physics,1882-12-11,Wroclaw,Poland,51.11,17.0325,1/5/1970,Göttingen,Germany,51.539385,9.913113,Edinburgh University,Edinburgh,United Kingdom,55.955709,-3.207405,https://en.wikipedia.org/wiki/Max_Born,1,7,230,0,17.0
1954,11/3/1954,181647,3338644,62.0,Walther Bothe,Walther Bothe,male,0.5,2.0,for the coincidence method and his discoveries made therewith,Physics,1891-01-08,Oranienburg,Germany,52.752674,13.239452,2/8/1957,Heidelberg,Germany,49.39922,8.680522,University of Heidelberg,Heidelberg,Germany,49.39922,8.680522,https://en.wikipedia.org/wiki/Walther_Bothe,1,7,230,0,39.0
1954,10/21/1954,181647,3338644,356.0,John F. Enders,John Franklin Enders,male,0.333333,1.0,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Physiology or Medicine,1897-02-10,"West Hartford, CT",USA,41.358658,-72.151939,9/8/1985,"Waterford, CT",USA,41.3457,-72.130714,Harvard Medical School,"Boston, MA",USA,42.36042,-71.05681,https://en.wikipedia.org/wiki/John_Franklin_Enders,1,7,232,0,45.0
1954,10/21/1954,181647,3338644,357.0,Thomas H. Weller,Thomas Huckle Weller,male,0.333333,2.0,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Physiology or Medicine,6/15/1915,"Ann Arbor, MI",USA,42.281061,-83.745758,8/23/2008,"Needham, MA",USA,42.280929,-71.237755,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA,42.36042,-71.05681,https://en.wikipedia.org/wiki/Thomas_Huckle_Weller,1,7,232,0,46.0
1954,10/21/1954,181647,3338644,358.0,Frederick C. Robbins,Frederick Chapman Robbins,male,0.333333,3.0,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Physiology or Medicine,8/25/1916,"Auburn, AL",USA,32.597778,-85.480833,8/4/2003,"Cleveland, OH",USA,41.496386,-81.710675,Western Reserve University,"Cleveland, OH",USA,41.496386,-81.710675,https://en.wikipedia.org/wiki/Frederick_Chapman_Robbins,1,7,232,0,47.0
1955,11/2/1955,190214,3390958,63.0,Willis E. Lamb,Willis Eugene Lamb,male,0.5,1.0,for his discoveries concerning the fine structure of the hydrogen spectrum,Physics,7/12/1913,"Los Angeles, CA",USA,34.062144,-118.225001,5/15/2008,"Tucson, AZ",USA,32.221743,-110.926479,Stanford University,"Stanford, CA",USA,37.424734,-122.163858,https://en.wikipedia.org/wiki/Willis_Lamb,1,5,230,0,48.0
1955,10/27/1955,190214,3390958,626.0,Halldór Laxness,Halldór Kiljan Laxness,male,1.0,1.0,for his vivid epic power which has renewed the great narrative art of Iceland,Literature,4/23/1902,Reykjavik,Iceland,64.145844,-21.9436,2/8/1998,Reykjavik,Iceland,64.145844,-21.9436,,,,,,https://en.wikipedia.org/wiki/Halldór_Laxness,0,5,122,0,1.0
1955,10/20/1955,190214,3390958,359.0,Hugo Theorell,Axel Hugo Theodor Theorell,male,1.0,1.0,for his discoveries concerning the nature and mode of action of oxidation enzymes,Physiology or Medicine,7/6/1903,Linköping,Sweden,58.409418,15.625656,8/15/1982,Stockholm,Sweden,59.325371,18.070794,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,59.325371,18.070794,https://en.wikipedia.org/wiki/Hugo_Theorell,0,5,232,0,14.0
1955,11/2/1955,190214,3390958,64.0,Polykarp Kusch,Polykarp Kusch,male,0.5,2.0,for his precision determination of the magnetic moment of the electron,Physics,1/26/1911,Blankenburg,Germany,51.816521,10.976386,3/20/1993,"Dallas, TX",USA,32.779831,-96.801627,Columbia University,"New York, NY",USA,40.715758,-74.0113,https://en.wikipedia.org/wiki/Polykarp_Kusch,1,5,230,0,40.0
1955,11/2/1955,190214,3390958,218.0,Vincent du Vigneaud,Vincent du Vigneaud,male,1.0,1.0,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",Chemistry,5/18/1901,"Chicago, IL",USA,41.876228,-87.638416,12/11/1978,"White Plains, NY",USA,41.033985,-73.762909,Cornell University,"Ithaca, NY",USA,42.444089,-76.50095,https://en.wikipedia.org/wiki/Vincent_du_Vigneaud,0,5,200,0,49.0
1956,11/1/1956,200123,3413609,219.0,Sir Cyril Hinshelwood,Sir Cyril Norman Hinshelwood,male,0.5,1.0,for their researches into the mechanism of chemical reactions,Chemistry,1897-05-19,London,United Kingdom,51.510235,-0.120852,10/9/1967,London,United Kingdom,51.510235,-0.120852,University of Oxford,Oxford,United Kingdom,51.753363,-1.260979,https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood,1,9,200,0,32.0
1956,11/1/1956,200123,3413609,220.0,Nikolay Semenov,Nikolay Nikolaevich Semenov,male,0.5,2.0,for their researches into the mechanism of chemical reactions,Chemistry,1896-04-03,Saratov,Russia,51.533333,46.0,9/25/1986,Moscow,Russia,55.741387,37.618892,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Russia,55.741387,37.618892,https://en.wikipedia.org/wiki/Nikolay_Semyonov,1,9,200,0,7.0
1956,10/25/1956,200123,3413609,627.0,Juan Ramón Jiménez,Juan Ramón Jiménez,male,1.0,1.0,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",Literature,1881-12-24,Moguer,Spain,37.274772,-6.837103,5/29/1958,San Juan,Puerto Rico,18.465539,-66.105735,,,,,,https://en.wikipedia.org/wiki/Juan_Ramón_Jiménez,0,9,122,0,4.0
1956,11/1/1956,200123,3413609,65.0,William B. Shockley,William Bradford Shockley,male,0.333333,1.0,for their researches on semiconductors and their discovery of the transistor effect,Physics,2/13/1910,London,United Kingdom,51.510235,-0.120852,8/12/1989,"Palo Alto, CA",USA,37.444328,-122.159843,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",USA,37.380356,-122.077502,https://en.wikipedia.org/wiki/William_Shockley,1,9,230,0,33.0
1956,11/1/1956,200123,3413609,66.0,John Bardeen,John Bardeen,male,0.333333,2.0,for their researches on semiconductors and their discovery of the transistor effect,Physics,5/23/1908,"Madison, WI",USA,43.071835,-89.386688,1/30/1991,"Boston, MA",USA,42.36042,-71.05681,University of Illinois,"Urbana, IL",USA,40.110863,-88.206265,https://en.wikipedia.org/wiki/John_Bardeen,1,9,230,0,50.0
1956,11/1/1956,200123,3413609,67.0,Walter H. Brattain,Walter Houser Brattain,male,0.333333,3.0,for their researches on semiconductors and their discovery of the transistor effect,Physics,2/10/1902,Amoy,China,24.479722,118.081944,10/13/1987,"Seattle, WA",USA,47.611072,-122.355118,Bell Telephone Laboratories,"Murray Hill, NJ",USA,40.695294,-74.399829,https://en.wikipedia.org/wiki/Walter_Houser_Brattain,1,9,230,0,1.0
1956,10/18/1956,200123,3413609,360.0,André F. Cournand,André Frédéric Cournand,male,0.333333,1.0,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Physiology or Medicine,1895-09-24,Paris,France,48.860093,2.355954,2/19/1988,"Great Barrington, MA",USA,42.19598,-73.362008,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",USA,40.715758,-74.0113,https://en.wikipedia.org/wiki/André_Frédéric_Cournand,1,9,232,0,31.0
