,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
3447,1972,15,685,Work,Best Engineered Recording - Non-Classical,Son Of Schmilsson,"Robin Cable, Phillip MacDonald & Ken Scott, engineers (Nilsson)",False
3448,1972,15,685,Work,Best Engineered Recording - Non-Classical,Moods,"Armin Steiner, engineer (Neil Diamond)",True
3449,1972,15,687,Work,Best Engineered Recording (Classical),Bernstein: Mass (Album),"Don Puluse, engineer (Leonard Bernstein, conductor)",False
3450,1972,15,687,Work,Best Engineered Recording (Classical),Boulez Conducts Bartok/The Miraculous Mandarin (Complete) And Dance Suite (Album),"Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",False
3451,1972,15,687,Work,Best Engineered Recording (Classical),Boulez Conducts Stravinsky (Petrushka) (Album),"Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",False
3452,1972,15,687,Work,Best Engineered Recording (Classical),Berlioz: Benvenuto Cellini (Album),"Hans Lauterslager, engineer (Colin Davis, conductor)",False
3453,1972,15,687,Work,Best Engineered Recording (Classical),Wagner: Tannhauser (Album),"James Lock, Colin Moorfoot & Gordon Parry, engineers (Georg Solti, conductor)",False
3454,1972,15,687,Work,Best Engineered Recording (Classical),Gliere: Ilya Murometz (Symphony No. 3) (Album),"Paul Goodman, engineer (Eugene Ormandy, conductor)",False
3455,1972,15,687,Work,Best Engineered Recording (Classical),Mahler: Symphony No. 8 (Symphony Of A Thousand),"Gordon Parry & Kenneth Wilkinson, engineers (Georg Solti, conductor)",True
3456,1972,15,690,Work,Best R&B Instrumental Performance,Crusaders I,Crusaders,False
3457,1972,15,690,Work,Best R&B Instrumental Performance,Junkie Chase,Curtis Mayfield,False
3458,1972,15,690,Work,Best R&B Instrumental Performance,Let's Stay Together (Single),Isaac Hayes,False
3459,1972,15,690,Work,Best R&B Instrumental Performance,Everybody's Talkin' (Album),King Curtis,False
3460,1972,15,690,Work,Best R&B Instrumental Performance,Papa Was A Rollin' Stone,The Temptations & Paul Riser,True
3461,1972,15,691,Work,"Best R&B Vocal Performance, Female",Clean Up Woman (Single),Betty Wright,False
3462,1972,15,691,Work,"Best R&B Vocal Performance, Female",In The Ghetto (Single),Candi Staton,False
3463,1972,15,691,Work,"Best R&B Vocal Performance, Female",From A Whisper To A Scream (Album),Esther Phillips,False
3464,1972,15,691,Work,"Best R&B Vocal Performance, Female","Oh, No Not My Baby (Single)",Merry Clayton,False
3465,1972,15,691,Work,"Best R&B Vocal Performance, Female","Young, Gifted And Black",Aretha Franklin,True
3466,1972,15,692,Work,"Best R&B Vocal Performance, Male",Freddie's Dead (Single),Curtis Mayfield,False
3467,1972,15,692,Work,"Best R&B Vocal Performance, Male",Drowning In The Sea Of Love (Single),Joe Simon,False
3468,1972,15,692,Work,"Best R&B Vocal Performance, Male",I Gotcha (Single),Joe Tex,False
3469,1972,15,692,Work,"Best R&B Vocal Performance, Male",What Have They Done To My Song Ma (Single),Ray Charles,False
3470,1972,15,692,Work,"Best R&B Vocal Performance, Male",Me And Mrs. Jones,Billy Paul,True
3471,1972,15,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Help Me Make It Through The Night (Single),Gladys Knight And The Pips,False
3472,1972,15,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",If You Don't Know Me By Now (Single),Harold Melvin And The Blue Notes,False
3473,1972,15,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",I'll Be Around,The Spinners,False
3474,1972,15,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",I'll Take You There (Album),The Staple Singers,False
3475,1972,15,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,The Temptations,True
3476,1972,15,694,Work,Best Rhythm & Blues Song,Freddie's Dead (Single),"Curtis Mayfield, songwriter (Curtis Mayfield)",False
3477,1972,15,694,Work,Best Rhythm & Blues Song,Everybody Plays The Fool (Single),"J. R. Bailey, Rudy Clark & Kenny Williams, songwriters (The Main Ingredient)",False
3478,1972,15,694,Work,Best Rhythm & Blues Song,Me And Mrs. Jones (Single),"Kenny Gamble, Cary Gilbert & Leon Huff, songwriters (Billy Paul)",False
3479,1972,15,694,Work,Best Rhythm & Blues Song,Back Stabbers (Single),"Leon Huff, Gene McFadden & John Whitehead, songwriters (The O'Jays)",False
3480,1972,15,694,Work,Best Rhythm & Blues Song,Papa Was A Rollin' Stone,"Barrett Strong & Norman Whitfield, songwriters (The Temptations)",True
3481,1972,15,708,Work,Best Spoken Word Recording,Cannonball Adderley Presents Soul Zodiac,Rich Holmes,False
3482,1972,15,708,Work,Best Spoken Word Recording,The Word,Rod McKuen,False
3483,1972,15,708,Work,Best Spoken Word Recording,Yevtushenko (Album),Yevtushenko,False
3484,1972,15,708,Work,Best Spoken Word Recording,Lenny,(Original Cast),True
3485,1972,15,713,Work,Best Score From An Original Cast Show Album,Sugar,"Bob Merrill & Jule Styne, composers; Mitch Miller, producer (Robert Morse, Tony Roberts, Cyril Ricthard, Elaine Joyce & Sheila Smith)",False
3486,1972,15,713,Work,Best Score From An Original Cast Show Album,Two Gentlemen Of Verona (Album),"John Guare & Galt MacDermott, composers; Galt MacDermott, Harold Wheeler & Lee Young, producers (Jonelle Allen, Diana Davila, Clifton Davis, Raul Julia, Norman Matlock)",False
3487,1972,15,713,Work,Best Score From An Original Cast Show Album,Ain't Supposed To Die A Natural Death (Album),"Melvin Van Peebles, composer; Melvin Van Peebles, producer (Arthur French, Gloria Edwards, Ralph Wilcox)",False
3488,1972,15,713,Work,Best Score From An Original Cast Show Album,Grease (Album),"Warren Casey & Jim Jacobs, composers; Arnold Maxin, producer (Barry Bostwick, Adrienne Barbeau, Walter Bobbie)",False
3489,1972,15,713,Work,Best Score From An Original Cast Show Album,"Don't Bother Me, I Can't Cope","Micki Grant, composer; Jerry Ragavoy, producer (Alex Bradford, Hope Clarke, Bobby Hill)",True
3490,1972,15,715,Work,Best Comedy Recording,All In The Family (Album),"Carroll O'Connor, Jean Stapleton, Sally Struthers, Rob Reiner",False
3491,1972,15,715,Work,Best Comedy Recording,Big Bambu,Cheech And Chong,False
3492,1972,15,715,Work,Best Comedy Recording,Geraldine (Album),Flip Wilson,False
3493,1972,15,715,Work,Best Comedy Recording,And That's The Truth (Album),Lily Tomlin,False
3494,1972,15,715,Work,Best Comedy Recording,FM And AM,George Carlin,True
3495,1973,16,587,Work,Best Recording For Children,Songs From The Electric Co. TV Show (Album),(Various Artists),False
3496,1973,16,587,Work,Best Recording For Children,Multiplication Rock (Album),"Blossom Dearie, Bob Dorough, Grady Tate",False
3497,1973,16,587,Work,Best Recording For Children,Free To Be... You And Me (Album),Marlo Thomas And Various Artists,False
3498,1973,16,587,Work,Best Recording For Children,The Little Prince (Album),Peter Ustinov,False
3499,1973,16,587,Work,Best Recording For Children,Sesame Street Live,(Sesame Street Cast),True
3500,1973,16,593,Work,"Album Of The Year, Classical",Rachmaninoff: Concerto No. 2 In C Minor For Piano (Album),"Eugene Ormandy & Artur Rubinstein, artists; Max Wilcox, producer",False
3501,1973,16,593,Work,"Album Of The Year, Classical",Joplin: The Red Back Book (Album),"Gunther Schuller, artist; George Sponhaltz, producer",False
3502,1973,16,593,Work,"Album Of The Year, Classical",Bizet: Carmen (Album),"Leonard Bernstein, artist; Tom Mowrey, producer",False
3503,1973,16,593,Work,"Album Of The Year, Classical",Prokofiev: Romeo And Juliet (Album),"Lorin Maazel, artist; Michael Woolcock, producer",False
3504,1973,16,593,Work,"Album Of The Year, Classical","Puccini: Heroines (La Boheme, La Rondine, Tosca, Manon, Lescaut) (Album)","Richard Mohr & Leontyne Price, artists",False
3505,1973,16,593,Work,"Album Of The Year, Classical","Rachmaninoff: The Complete Rachmaninoff - Vols 1, 2, 3 (Album)","Sergei Rachmaninoff, artist; Greg Benko & John Pfeiffer, producers",False
3506,1973,16,593,Work,"Album Of The Year, Classical",Beethoven: Concerti (5) For Piano And Orchestra (Album),"Vladimir Ashkenazy & Georg Solti, artists; David Harvey, producer",False
3507,1973,16,593,Work,"Album Of The Year, Classical",Bartók: Concerto For Orchestra,"Pierre Boulez, artist; Thomas Z. Shepard, producer",True
3508,1973,16,594,Work,Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique (Album),(Boston Symphony Orchestra),False
3509,1973,16,594,Work,Best Classical Performance - Orchestra,Beethoven: Symphony No. 9 In D Minor (Album),(Chicago Symphony Orchestra),False
3510,1973,16,594,Work,Best Classical Performance - Orchestra,Prokofiev: Romeo And Juliet (Album),(Cleveland Orchestra),False
3511,1973,16,594,Work,Best Classical Performance - Orchestra,Prokofiev: Romeo And Juliet (Complete Ballet) (Album),(London Symphony Orchestra),False
3512,1973,16,594,Work,Best Classical Performance - Orchestra,Holst: The Planets (Album),(New York Philharmonic),False
3513,1973,16,594,Work,Best Classical Performance - Orchestra,Sibelius: Symphony No. 2 In D Major (Album),(Philadelphia Orchestra),False
3514,1973,16,594,Work,Best Classical Performance - Orchestra,Russo: Three Pieces For Blues Band And Orchestra (Album),(San Francisco Symphony Orchestra),False
3515,1973,16,594,Work,Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,(New York Philharmonic),True
3516,1973,16,595,Work,Best Opera Recording,Wagner: Parsifal (Album),"Georg Solti; Raymond Minshull, producer (Vienna Boys Choir & Vienna State Opera Chorus; Vienna Philharmonic Orchestra)",False
3517,1973,16,595,Work,Best Opera Recording,Wagner: Tristan Und Isolde (Album),"Herbert von Karajan; Michel Glotz, producer (Berlin Philharmonic Orchestra)",False
3518,1973,16,595,Work,Best Opera Recording,Wagner: Der Ring Des Nibelungen (Album),"Karl Bohm; Wolfgang Lohse, producer (Bayreuth Festival Orchestra)",False
3519,1973,16,595,Work,Best Opera Recording,Delius: A Village Romeo And Juliet (Album),"Meredith Davies; Christopher Bishop, producer (John Choir Alldis; Royal Philharmonic Orchestra)",False
3520,1973,16,595,Work,Best Opera Recording,Puccini: Turandot (Album),"Zubin Mehta; Raymond Minshull, producer (John Choir Alldis & Wandsworth School Choir; London Philharmonic)",False
3521,1973,16,595,Work,Best Opera Recording,Bizet: Carmen,"Leonard Bernstein; Tom Mowrey, producer (Manhattan Opera Chorus; Metropolitan Opera Orchestra)",True
3522,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Haydn: The Seasons (Album),(Deutsche Oper Berlin Chorus; Berlin Philharmonic Orchestra),False
3523,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)","Monteverdi: Madrigals, Books 3 And 4 (Album)",(Glyndebourne Opera Chorus),False
3524,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Elgar: The Dream Of Gerontius (Album),(Kings College Choir-Cambridge; London Symphony Orchestra),False
3525,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Beethoven: Missa Solemnis (Album),(Netherlands Radio Chorus; Concertgebouw Orchestra - Amsterdam),False
3526,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Haydn: Mass In Time Of War (Leonard Bernstein's Concert For Peace) (Album),(Norman Scribner Choir; New York Philharmonic),False
3527,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Bach: St. Matthew Passion (Album),(Vienna Singverein Chorus; Berlin Philharmonic Orchestra),False
3528,1973,16,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Walton: Belshazzer's Feast,(London Symphony Chorus; London Symphony Orchestra),True
3529,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Saint-Saens: Concerti For Piano (Complete) (Album),"Aldo Ciccolini, artist",False
3530,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Rachmaninoff: Concerto No. 2 In C Minor For Piano (Album),"Artur Rubinstein, artist",False
3531,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Brahms: Concerto No. 1 In D Minor For Piano And Orchestra And Concerto No. 2 In B Flat Major For piano And Orchestra (Album),"Emil Gilels, artist",False
3532,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Previn: Concerto For Guitar And Orchestra/Ponce: Concierto Del Sur For Guitar And Orchestra (Album),"John Christopher Williams, artist",False
3533,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Vivaldi: Four Season (Album),"Pinchas Zukerman, artist",False
3534,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Mozart: Concerto No. 21 In C Major And Concerto No. 25 In C Major (Album),"Stephen Kovacevich, artist",False
3535,1973,16,597,Work,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Concerti (5) For Piano And Orchestra,"Vladimir Ashkenazy, artist (Chicago Symphony Orchestra)",True
3536,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Schubert: Sonata In B Flat, Op. 960 (Album)","Alfred Brendel, artist",False
3537,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Bach: French Suites 1-4 (Album),"Glenn Gould, artist",False
3538,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),The Woods So Wild (Album),"Julian Bream, artist",False
3539,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Chopin: Etudes (Album),"Maurizio Pollini, artist",False
3540,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Bach: Well-Tempered Klavier (Album),"Sviatoslav Richter, artist",False
3541,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Heavy Organ At Carnegie Hall (Album),"Virgil Fox, artist",False
3542,1973,16,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Scriabin: Horowitz Plays Scriabin,"Vladimir Horowitz, artist",True
3543,1973,16,599,Work,Best Chamber Music Performance,Brahms: Quartets For Strings (Complete),"Cleveland Quartet (Martha Strongin Katz, Paul Katz, Peter Salaff & Donald Weilerstein), artists",False
3544,1973,16,599,Work,Best Chamber Music Performance,Rochberg: Quartet No. 3 For Strings (Album),"Concord String Quartet, artists",False
3545,1973,16,599,Work,Best Chamber Music Performance,Bennett: Concerto For Guitar And Chamber Ensemble (Album),"David Atherton & Julian Bream, artists",False
3546,1973,16,599,Work,Best Chamber Music Performance,"Dvorák: Piano Quartet In E Flat Major, Op. 87","Guarneri Quartet (John Dalley, David Soyer, Arnold Steinhardt & Michael Tree) & Artur Rubinstein, artists",False
3547,1973,16,599,Work,Best Chamber Music Performance,Schubert: Duets (Album),"Janet Baker & Dietrich Fischer-Dieskau, artists",False
3548,1973,16,599,Work,Best Chamber Music Performance,Early American Vocal Music (Album),"Western Wind Vocal Ensemble, artists",False
3549,1973,16,599,Work,Best Chamber Music Performance,Joplin: The Red Back Book,"Gunther Schuller, artist",True
3550,1973,16,600,Work,Best Classical Vocal Soloist Performance,Songs of Debussy,Anna Moffo,False
3551,1973,16,600,Work,Best Classical Vocal Soloist Performance,Wagner: Wesendonck Lieder,Birgit Nilsson,False
3552,1973,16,600,Work,Best Classical Vocal Soloist Performance,Songs by Stephen Foster,Jan DeGaetani,False
3553,1973,16,600,Work,Best Classical Vocal Soloist Performance,Elgar: Sea Pictures,Janet Baker,False
3554,1973,16,600,Work,Best Classical Vocal Soloist Performance,"5 Great Operatic Scenes (Verdi: La Traviata, Don Carlo; Tchaikovsky: Onegin; Strauss: Ariadne, etc.)",Leontyne Price,False
3555,1973,16,600,Work,Best Classical Vocal Soloist Performance,Brahms: Die Schone Magelone,Dietrich Fischer-Dieskau,True
3556,1973,16,604,Work,"Best Country Vocal Performance, Female",Teddy Bear Song (Single),Barbara Fairchild,False
3557,1973,16,604,Work,"Best Country Vocal Performance, Female",Country Sunshine (Single),Dottie West,False
3558,1973,16,604,Work,"Best Country Vocal Performance, Female",Paper Roses (Single),Marie Osmond,False
3559,1973,16,604,Work,"Best Country Vocal Performance, Female",Kids Say The Darnest Things (Single),Tammy Wynette,False
3560,1973,16,604,Work,"Best Country Vocal Performance, Female",Let Me Be There,Olivia Newton-John,True
3561,1973,16,605,Work,"Best Country Vocal Performance, Male",Amazing Love (Single),Charley Pride,False
3562,1973,16,605,Work,"Best Country Vocal Performance, Male","Rednecks, White Socks And Blue Ribbon Beer (Single)",Johnny Russell,False
3563,1973,16,605,Work,"Best Country Vocal Performance, Male",Why Me (Single),Kris Kristofferson,False
3564,1973,16,605,Work,"Best Country Vocal Performance, Male",(Old Dogs...Children And) Watermelon Wine (Single),Tom T. Hall,False
3565,1973,16,605,Work,"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True
3566,1973,16,606,Work,Best Country Vocal Performance By A Duo Or Group,"Louisiana Woman, Mississippi Man (Single)",Conway Twitty And Loretta Lynn,False
3567,1973,16,606,Work,Best Country Vocal Performance By A Duo Or Group,If Teardrops Were Pennies (Single),"Dolly Parton, Porter Wagoner",False
3568,1973,16,606,Work,Best Country Vocal Performance By A Duo Or Group,We're Gonna Hold On (Single),Tammy Wynette And George Jones,False
3569,1973,16,606,Work,Best Country Vocal Performance By A Duo Or Group,Carry Me Back (Album),The Statler Brothers,False
3570,1973,16,606,Work,Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,Kris Kristofferson & Rita Coolidge,True
3571,1973,16,608,Work,Best Country Instrumental Performance,Good Time Charlie (Album),Charlie McCoy,False
3572,1973,16,608,Work,Best Country Instrumental Performance,Fiddlin' Around (Track),Chet Atkins,False
3573,1973,16,608,Work,Best Country Instrumental Performance,Superpickers (Album),Chet Atkins,False
3574,1973,16,608,Work,Best Country Instrumental Performance,I'll Fly Away (Album),Nashville Brass With Danny Davis,False
3575,1973,16,608,Work,Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg,True
3576,1973,16,609,Work,Best Country Song,Country Sunshine,"Billy Davis & Dottie West, songwriters (Dottie West)",False
3577,1973,16,609,Work,Best Country Song,Why Me (Single),"Kris Kristofferson, songwriter (Kris Kristofferson)",False
3578,1973,16,609,Work,Best Country Song,The Most Beautiful Girl (Single),"Rory Bourke, Billy Sherrill & Norris Wilson, songwriters (Charlie Rich)",False
3579,1973,16,609,Work,Best Country Song,(Old Dogs...Children And) Watermelon Wine (Single),"Tom T. Hall, songwriter (Tom T. Hall)",False
3580,1973,16,609,Work,Best Country Song,Behind Closed Doors,"Kenny O'Dell, songwriter (Charlie Rich)",True
3581,1973,16,612,Work,Best Instrumental Composition,Space Race (Single),"Billy Preston, composer (Billy Preston)",False
3582,1973,16,612,Work,Best Instrumental Composition,Frankenstein (Single),"Edgar Winter, composer (Edgar Winter)",False
3583,1973,16,612,Work,Best Instrumental Composition,Hocus Pocus (Single),"Jan Akkerman & Thijs Van Leer, composers (Focus)",False
3584,1973,16,612,Work,Best Instrumental Composition,Soul Makossa (Single),"Manu Dibango, composer (Manu Dibango)",False
3585,1973,16,612,Work,Best Instrumental Composition,Last Tango In Paris,"Gato Barbieri, composer (Chuck Mangione and also Herb Alpert)",True
3586,1973,16,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Pat Garrett And Billy The Kid (Album),"Bob Dylan, composer (Various Artists)",False
3587,1973,16,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Last Tango In Paris,"Gato Barbieri, composer (Various Artists)",False
3588,1973,16,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Live And Let Die (Album),"George Martin & Paul McCartney, composers (Paul McCartney And Wings)",False
3589,1973,16,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Sounder (Album),"Taj Mahal, composer (Various Artists)",False
3590,1973,16,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jonathan Livingston Seagull,"Neil Diamond, composer (Neil Diamond)",True
3591,1973,16,618,Work,Best Instrumental Arrangement,The Daily Dance (Track),"Bill Holman, arranger (Stan Kenton And His Orchestra)",False
3592,1973,16,618,Work,Best Instrumental Arrangement,Easy Living/Ain't Nobody's Business If I Do (Track),"Bob James, arranger (Grover Washington Jr.)",False
3593,1973,16,618,Work,Best Instrumental Arrangement,Spain (Track),"Chick Corea, arranger (Chick Corea And Return To Forever)",False
3594,1973,16,618,Work,Best Instrumental Arrangement,Prologue/Crunchy Granola Suite (Track),"Lee Holdridge, arranger (Neil Diamond)",False
3595,1973,16,618,Work,Best Instrumental Arrangement,Summer In The City,"Quincy Jones, arranger (Quincy Jones)",True
3596,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Lady Love (Track),"Dave Grusin, arranger (Jon Lucien)",False
3597,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Rashida (Track),"Dave Grusin, arranger (Jon Lucien)",False
3598,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Michelle (Track),"Gene Puerling, arranger (The Singers Unlimited)",False
3599,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Sing (Track),"Richard Carpenter, arranger (Carpenters)",False
3600,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Touch Me In The Morning (Single),"Tom Baird & Gene Page, arrangers (Diana Ross)",False
3601,1973,16,619,Work,Best Arrangement Accompanying Vocalist(S),Live And Let Die,"George Martin, arranger (Paul McCartney & Wings)",True
3602,1973,16,620,Work,Best Album Package,Chubby Checker's Greatest Hits (Album),"Al Steckler, art director (Chubby Checker)",False
3603,1973,16,620,Work,Best Album Package,Houses Of The Holy (Album),"Hipgnosis, art director (Led Zeppelin)",False
3604,1973,16,620,Work,Best Album Package,Ooh La La (Album),"Jim Ladwig, art director (Faces)",False
3605,1973,16,620,Work,Best Album Package,Chicago VI (Album),"John Berg, art director (Chicago)",False
3606,1973,16,620,Work,Best Album Package,The World Of Ike And Tina (Album),"Mike Salisbury, art director (Ike And Tina Turner)",False
3607,1973,16,620,Work,Best Album Package,Los Cochinos (Album),"Ode Visuals Inc., art director (Cheech And Chong)",False
3608,1973,16,620,Work,Best Album Package,Billion Dollar Babies (Album),"Pacific Eye And Ear, art director (Alice Cooper)",False
3609,1973,16,620,Work,Best Album Package,Tommy,"Wilkes And Braun, art director (London Symphony Orchestra/Chamber Choir)",True
3610,1973,16,621,Work,Best Album Notes - Classical,Rachmaninoff: Concerto No. 2 In C Minor For Piano (Album),"Alan Rich, album notes writer (Eugene Ormandy, conductor; Artur Rubinstein, piano)",False
3611,1973,16,621,Work,Best Album Notes,"Lonesome, On'ry And Mean (Album)","Chet Flippo, album notes writer (Waylon Jennings)",False
3612,1973,16,621,Work,Best Album Notes - Classical,Debussy: La Mer/Prelude L'Apres Midi D'Un Faune And Ravel: Daphnis And Chloe Suite #2 (Album),"Clair W. Van Ausdall, album notes writer (Eugene Ormandy, conductor)",False
3613,1973,16,621,Work,Best Album Notes - Classical,Bach: Brandenburg Concerti (Album),"Erik Smith, album notes writer (Neville Marriner, conductor)",False
3614,1973,16,621,Work,Best Album Notes - Classical,Haydn: Symphony No. 20 In C - Symphony No. 35 In B Flat (Album),"H. C. Robbins Landon, album notes writer (Antal Dorati, conductor)",False
3615,1973,16,621,Work,Best Album Notes - Classical,Haydn: Symphony No. 36 And Symphony No. 48 (Album),"H. C. Robbins Landon, album notes writer (Antal Dorati, conductor)",False
3616,1973,16,621,Work,Best Album Notes - Classical,Bizet: Carmen (Album),"Harvey Phillips, album notes writer (Leonard Bernstein, conductor)",False
3617,1973,16,621,Work,Best Album Notes - Classical,"Dvorák: Piano Quartet In E Flat Major, Op. 87","Irving Kolodin, album notes writer (Guareri Quartet; Artur Rubinstein, piano)",False
3618,1973,16,621,Work,Best Album Notes,Remember Marilyn (Album),"Lionel Newman, album notes writer (Marilyn Monroe)",False
3619,1973,16,621,Work,Best Album Notes - Classical,Berio: Recital 1 (For Cathy) (Album),"Misha Donat, album notes writer (Cathy Berberian, conductor)",False
3620,1973,16,621,Work,Best Album Notes,Ol' Blue Eyes Is Back (Album),"Stan Cornyn, album notes writer (Frank Sinatra)",False
3621,1973,16,621,Work,Best Album Notes - Classical,The Woods So Wild (Album),"Tom Eastwood, album notes writer (Julian Bream)",False
3622,1973,16,621,Work,Best Album Notes,This Is Jimmie Rodgers (Album),"William Ivey, album notes writer (Jimmie Rodgers)",False
3623,1973,16,621,Work,Best Album Notes,God Is In The House,"Dan Morgenstern, album notes writer (Art Tatum)",True
3624,1973,16,621,Work,Best Album Notes - Classical,Hindemith: Sonatas For Piano,"Glenn Gould, album notes writer (Glenn Gould, piano)",True
3625,1973,16,625,Work,Best Ethnic Or Traditional Recording (Including Traditional Blues),John Lee Hooker's Detroit (1948-1952) (Album),John Lee Hooker,False
3626,1973,16,625,Work,Best Ethnic Or Traditional Recording (Including Traditional Blues),Blues At Montreaux (Album),King Curtis And Champion Jack Dupree,False
3627,1973,16,625,Work,Best Ethnic Or Traditional Recording (Including Traditional Blues),Leadbelly (Live In Concert) (Album),Leadbelly,False
3628,1973,16,625,Work,Best Ethnic Or Traditional Recording (Including Traditional Blues),Can't Get No Grindin' (Album),Muddy Waters,False
3629,1973,16,625,Work,Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,Doc Watson,True
3630,1973,16,627,Work,Record Of The Year,You're So Vain (Single),Carly Simon,False
3631,1973,16,627,Work,Record Of The Year,Behind Closed Doors (Single),Charlie Rich,False
3632,1973,16,627,Work,Record Of The Year,"Bad, Bad Leroy Brown (Single)",Jim Croce,False
3633,1973,16,627,Work,Record Of The Year,You Are The Sunshine Of My Life (Single),Stevie Wonder,False
3634,1973,16,627,Work,Record Of The Year,Killing Me Softly With His Song,Roberta Flack,True
3635,1973,16,628,Work,Album Of The Year,The Divine Miss M (Album),Bette Midler,False
3636,1973,16,628,Work,Album Of The Year,Behind Closed Doors (Album),Charlie Rich,False
3637,1973,16,628,Work,Album Of The Year,There Goes Rhymin' Simon (Album),Paul Simon,False
3638,1973,16,628,Work,Album Of The Year,Killing Me Softly (Album),Roberta Flack,False
3639,1973,16,628,Work,Album Of The Year,Innervisions,Stevie Wonder,True
3640,1973,16,629,Work,Song Of The Year,You're So Vain (Single),"Carly Simon, songwriter (Carly Simon)",False
3641,1973,16,629,Work,Song Of The Year,Behind Closed Doors,"Kenny O'Dell, songwriter (Charlie Rich)",False
3642,1973,16,629,Work,Song Of The Year,Tie A Yellow Ribbon Round The Ole Oak Tree (Single),"Russell L. Brown & Irwin Levine, songwriters (Tony Orlando And Dawn)",False
3643,1973,16,629,Work,Song Of The Year,You Are The Sunshine Of My Life (Single),"Stevie Wonder, songwriter (Stevie Wonder)",False
3644,1973,16,629,Work,Song Of The Year,Killing Me Softly With His Song,"Charles Fox & Norman Gimbel, songwriters (Roberta Flack)",True
3645,1973,16,630,Nominee,Best New Artist Of The Year,,Barry White,False
3646,1973,16,630,Nominee,Best New Artist Of The Year,,Eumir Deodato,False
3647,1973,16,630,Nominee,Best New Artist Of The Year,,Marie Osmond,False
3648,1973,16,630,Nominee,Best New Artist Of The Year,,Maureen McGovern,False
3649,1973,16,630,Nominee,Best New Artist Of The Year,,Bette Midler,True
3650,1973,16,637,Work,Best Inspirational Performance,Anita Bryant...Naturally (Album),Anita Bryant,False
3651,1973,16,637,Work,Best Inspirational Performance,All The Praises (Album),Connie Smith,False
3652,1973,16,637,Work,Best Inspirational Performance,There's Something About That Name (Album),George Beverly Shea,False
3653,1973,16,637,Work,Best Inspirational Performance,In The Sweet By And By (Album),Roy Rogers And Dale Evans,False
3654,1973,16,637,Work,Best Inspirational Performance,Let's Just Praise The Lord,The Bill Gaither Trio,True
3655,1973,16,638,Work,Best Gospel Performance (Other Than Soul Gospel),Just Andrae (Album),Andrae Crouch And The Disciples,False
